house_ID,Location,HouseType,Condition,Size_sqft,Bedrooms,Bathrooms,Floors,Parking,YearBuilt,DistanceToCityCenter_km,Price 
1105,Seattle,Townhouse,Renovated,1020,3,5,1,Yes,1956,6.5,218000
1106,Issaquah,Townhouse,New,2420,3,3,1,Yes,1985,3.5,429000
1107,Snoqualmie,Apartment,Renovated,2910,4,3,1,Yes,1998,6.5,589000
1108,Renton,Bungalow,Old,1060,3,4,1,Yes,1973,9.7,255000
1109,Shoreline,Townhouse,Old,2340,4,3,1,No,1964,8.5,668750
1110,Renton,Apartment,New,1800,4,3,1,No,2002,6.5,344500
1111,Seattle,Townhouse,Old,1660,4,3,1,No,1945,8.4,452000
1112,Redmond,Townhouse,Old,1300,3,3,2,Yes,1983,9.4,540000
1113,Seattle,Villa,New,1780,3,4,2,Yes,1953,6.4,246000
1114,Seattle,Villa,Old,1030,2,3,1,Yes,1939,5.5,535000
1115,Shoreline,Townhouse,Renovated,2790,4,5,2,Yes,1963,2.5,970000
1116,Seattle,Townhouse,Renovated,1150,3,3,1,Yes,1906,3.6,430000
1117,Kenmore,Apartment,Renovated,3290,4,3,2,Yes,1992,4.9,520000
1118,Ravensdale,Townhouse,New,3400,4,4,2,Yes,2001,5.5,712000
1119,Seattle,Townhouse,Renovated,1200,2,3,1,Yes,1940,2.5,450000
1120,Pacific,Townhouse,Old,2160,4,3,1,Yes,1993,1,220000
1121,Seattle,Apartment,Old,1450,3,3,2,Yes,1948,5,525000
1122,Seattle,Bungalow,New,3240,4,3,1,Yes,2008,6,1220000
1123,Seattle,Townhouse,Old,1470,3,4,2,Yes,2007,8,540000
1124,Kirkland,Villa,Old,2360,4,1,2,Yes,2001,7,600000
1125,Bellevue,Bungalow,New,2230,3,1,1,Yes,1987,9.5,600000
1126,Woodinville,Townhouse,Old,2630,4,2,1,Yes,1986,6.8,625000
1127,Carnation,Apartment,Renovated,1010,3,3,2,Yes,1966,9.4,150000
1128,Issaquah,Bungalow,Renovated,1445,3,4,1,No,2003,5.3,389999
1129,Seattle,Townhouse,Renovated,2380,3,3,1,No,1935,6.3,285000
1130,Sammamish,Apartment,New,2830,4,5,1,No,1998,4.5,744000
1131,Redmond,Villa,Renovated,3010,4,3,2,Yes,1996,1,700000
1132,Federal Way,Townhouse,Old,2000,4,3,1,Yes,1978,1.5,318989
1133,Kirkland,Townhouse,Old,2020,3,4,1,No,1998,6,556000
1134,Maple Valley,Villa,New,2030,3,3,1,Yes,1993,7,275000
1135,Shoreline,Townhouse,Old,2550,3,3,2,No,1994,8,430000
1136,Seattle,Townhouse,Old,970,2,3,1,Yes,1949,4,300000
1137,Issaquah,Apartment,New,1540,3,3,2,Yes,1967,5.5,396450
1138,Redmond,Townhouse,Old,1396,2,4,2,Yes,1940,6.4,225000
1139,Seattle,Townhouse,Renovated,2780,4,4,2,Yes,2006,8.4,700000
1140,Auburn,Townhouse,Renovated,2220,6,4,2,Yes,1977,5,260000
1141,Kirkland,Apartment,Renovated,2350,4,4,1,No,1994,6.1,655000
1142,Bellevue,Bungalow,New,2760,3,4,2,Yes,1978,4.5,1185000
1143,Kirkland,Townhouse,Renovated,4460,3,3,2,Yes,1992,2.5,1550000
1144,Redmond,Villa,Old,1440,3,2,2,No,2007,6.5,413800
1145,Issaquah,Bungalow,Old,5330,5,3,1,Yes,2006,3.5,950000
1146,Seattle,Townhouse,New,2220,4,3,1,Yes,2014,6.5,334990
1147,Kirkland,Apartment,Old,5305,5,3,1,No,2005,9.7,2700000
1148,Kirkland,Bungalow,Old,3880,3,3,2,No,2009,8.5,1030000
1149,Kirkland,Townhouse,New,3810,4,4,1,No,2007,6.5,1130000
1150,Issaquah,Apartment,Old,1960,3,2,1,Yes,2007,8.4,556000
1151,Seattle,Villa,Renovated,1530,3,3,2,Yes,2009,9.4,360000
1153,Kent,Townhouse,Renovated,3250,4,2,2,Yes,1983,6.4,480000
1154,Renton,Villa,Renovated,1750,3,3,1,Yes,1994,5.5,324000
1155,Kirkland,Villa,New,3440,4,3,2,Yes,1983,2.5,1050000
1156,Enumclaw,Townhouse,Renovated,1170,1,3,1,Yes,1962,3.6,275000
1157,Covington,Townhouse,Old,870,3,3,1,Yes,1969,4.9,180000
1160,Sammamish,Apartment,Old,2930,4,4,1,Yes,1998,5.5,749000
1161,Bellevue,Townhouse,New,3160,3,4,1,Yes,1966,2.5,1600000
1162,Seattle,Townhouse,Old,800,2,3,2,Yes,1918,1,373500
1163,Bellevue,Townhouse,Old,2350,4,3,1,Yes,1987,5,770000
1164,Woodinville,Apartment,New,1060,2,3,1,Yes,1977,6,356000
1165,Redmond,Bungalow,Old,2060,3,5,2,Yes,1984,8,625000
1166,Seattle,Townhouse,Renovated,1560,2,4,1,Yes,1904,7,494400
1167,Renton,Villa,Renovated,3000,4,4,3,Yes,1950,9.5,585000
1168,Seattle,Bungalow,Renovated,1660,3,5,1,Yes,1907,6.8,926300
1169,Seattle,Townhouse,New,1650,3,3,3,No,1908,9.4,600000
1170,Kent,Apartment,Renovated,3220,4,2,2,No,1990,6.7,430000
1171,Duvall,Bungalow,Old,2320,3,4,3,No,1976,2.3,307000
1172,Des Moines,Townhouse,Old,2750,4,3,2,Yes,1981,5.3,604700
1173,Seattle,Apartment,New,910,3,4,2,Yes,1956,6.3,219900
1174,Seattle,Villa,Old,840,2,3,3,No,2005,4.5,270000
1175,Seattle,Townhouse,Old,1470,3,4,1,Yes,2007,1,432000
1176,Renton,Villa,New,2040,6,2,1,No,1943,1.5,300000
1177,Des Moines,Villa,Old,1100,3,3,2,Yes,1922,6,361000
1178,Burien,Townhouse,Renovated,940,2,3,2,Yes,1959,7,249950
1179,North Bend,Townhouse,Renovated,1110,3,2,1,Yes,1978,8,320000
1180,Seattle,Townhouse,Renovated,2200,4,3,1,Yes,1942,4,305000
1181,Federal Way,Townhouse,New,2860,2,4,2,Yes,1948,5.5,503000
1182,Seattle,Townhouse,Renovated,740,2,3,1,No,1938,6.4,235750
1183,Seattle,Townhouse,Old,2740,4,4,1,Yes,1954,8.4,657000
1184,Bellevue,Apartment,Old,1250,3,3,1,Yes,1956,5,385000
1185,Federal Way,Bungalow,New,3140,4,3,2,No,1991,6.1,389950
1186,Seattle,Townhouse,Old,820,2,2,2,Yes,1954,4.5,150000
1187,Auburn,Villa,Old,2570,4,4,1,Yes,1998,2.5,254500
1188,Bellevue,Bungalow,New,2350,4,4,1,Yes,1977,6.5,555000
1189,Bellevue,Townhouse,Old,3600,4,4,1,Yes,1976,3.5,1075000
1190,Federal Way,Townhouse,Renovated,1580,4,3,2,Yes,1967,6.5,245000
1191,Seattle,Townhouse,Renovated,1070,2,4,1,Yes,1949,9.7,319950
1192,Seattle,Townhouse,Renovated,1070,3,4,2,Yes,1951,8.5,337000
1193,Seattle,Townhouse,New,1640,4,2,2,Yes,1907,6.5,492000
1194,Kirkland,Apartment,Renovated,2890,3,3,2,Yes,1987,8.4,1170000
1195,Kirkland,Bungalow,Old,1220,3,4,1,Yes,1966,9.4,348580
1196,Renton,Townhouse,Old,1400,2,2,1,Yes,1922,6.4,180000
1197,Seattle,Apartment,New,1040,3,2,1,Yes,1942,5.5,400000
1198,North Bend,Villa,Old,980,4,3,2,Yes,1978,2.5,295000
1199,Redmond,Townhouse,Old,3340,4,2,2,Yes,1963,3.6,910000
1200,Issaquah,Villa,New,6040,6,2,1,Yes,1996,4.9,1150000
1201,Seattle,Villa,Old,1900,3,5,1,Yes,2008,5.5,431500
1202,SeaTac,Townhouse,Renovated,1740,4,3,2,Yes,1962,2.5,180000
1203,Seattle,Townhouse,Renovated,2000,3,4,2,No,1916,1,677000
1204,Seattle,Townhouse,Renovated,1610,3,1,2,No,1973,5,1180500
1205,Sammamish,Townhouse,New,3240,4,1,1,No,1977,6,635700
1206,Woodinville,Townhouse,Renovated,2230,5,2,1,Yes,1978,8,482000
1207,Seattle,Townhouse,Old,1160,2,3,2,Yes,1998,7,168000
1208,Seattle,Apartment,Old,2410,4,3,1,No,1950,9.5,805000
1209,Black Diamond,Bungalow,New,590,2,4,2,Yes,1983,6.8,398000
1210,Newcastle,Townhouse,Old,2600,4,3,1,No,1996,9.4,665000
1211,Redmond,Villa,Old,2170,4,5,1,Yes,1968,5.3,592500
1212,Seattle,Bungalow,New,2080,4,3,2,Yes,1912,6.3,940000
1213,Sammamish,Townhouse,Old,2860,4,3,1,Yes,1999,4.5,655000
1214,Snoqualmie,Townhouse,Renovated,2980,4,4,1,Yes,2000,1,622500
1215,Seattle,Townhouse,Renovated,1230,2,3,2,Yes,2011,1.5,380000
1216,Kirkland,Townhouse,Renovated,2260,4,3,1,No,1947,6,648360
1217,Redmond,Apartment,New,2200,3,3,2,Yes,1982,7,432000
1218,Bellevue,Villa,Renovated,3030,4,3,1,Yes,1988,8,1050000
1219,Seattle,Townhouse,Old,1060,2,4,1,No,1979,4,353250
1220,Sammamish,Villa,Old,4260,4,1,1,Yes,1996,5.5,1000000
1221,Seattle,Villa,New,998,3,1,1,Yes,2007,6.4,320000
1222,Federal Way,Townhouse,Old,2052,4,2,1,No,2014,8.4,349900
1223,Kent,Townhouse,Old,3150,4,3,2,No,2005,5,330000
1224,SeaTac,Apartment,New,1950,3,3,2,No,2006,4,408000
1225,Seattle,Townhouse,Old,1347,3,4,1,Yes,2010,5.5,321000
1226,Issaquah,Townhouse,Renovated,3860,4,3,1,Yes,2007,6.4,1051000
1227,Bellevue,Townhouse,Renovated,5060,4,5,1,Yes,2008,8.4,2150000
1228,Seattle,Apartment,Renovated,1360,3,3,2,Yes,2008,5,359000
1229,Seattle,Bungalow,New,2760,5,3,1,Yes,2006,6.1,300000
1230,Seattle,Townhouse,Renovated,2420,5,4,2,Yes,2013,4.5,380000
1231,Redmond,Villa,Old,2450,3,3,1,Yes,2010,2.5,660000
1232,Seattle,Bungalow,Old,1280,3,3,1,Yes,2005,6.5,355000
1233,Auburn,Townhouse,New,1550,3,3,1,Yes,2011,3.5,259000
1234,Seattle,Apartment,Old,550,1,3,1,Yes,2008,6.5,353000
1235,Seattle,Bungalow,Old,1520,2,4,1,Yes,2007,9.7,430000
1236,Seattle,Townhouse,New,1670,3,3,2,Yes,1939,8.5,460000
1237,Carnation,Apartment,Old,430,1,5,1,Yes,1912,6.5,80000
1238,Bellevue,Villa,Renovated,2380,4,3,2,Yes,1991,8.4,782000
1239,Enumclaw,Townhouse,Renovated,960,3,3,1,Yes,1982,9.4,218000
1240,Seattle,Villa,Renovated,1920,3,4,1,Yes,1952,6.4,325000
1241,Seattle,Villa,New,3680,4,3,1,No,1967,5.5,980000
1242,Bellevue,Townhouse,Renovated,2530,4,3,1,No,1976,2.5,902000
1243,Federal Way,Townhouse,Old,3840,5,3,1,No,1991,3.6,556000
1244,Seattle,Apartment,Old,1240,3,3,1,Yes,1926,4.9,662990
1245,Ravensdale,Bungalow,New,1300,2,4,1,Yes,1975,5.5,225000
1246,Renton,Townhouse,Old,2380,4,1,1,No,2002,2.5,439950
1247,Auburn,Townhouse,Old,1300,2,1,1,Yes,1958,1,175000
1248,Woodinville,Apartment,New,780,2,2,1,No,1946,5,306000
1249,Kent,Bungalow,Old,1810,4,3,1,Yes,1970,6,235000
1250,North Bend,Townhouse,Renovated,2420,3,4,2,Yes,1911,8,399500
1251,Seattle,Villa,Renovated,1280,3,3,1,Yes,1910,7,478000
1252,Seattle,Bungalow,Renovated,1680,2,5,1,Yes,1941,9.5,515000
1253,Renton,Townhouse,New,2510,3,3,2,Yes,1992,6.8,550000
1254,Seattle,Apartment,Renovated,1700,3,3,2,No,1955,9.4,149000
1255,Seattle,Bungalow,Old,1680,3,4,2,No,1992,5.3,526000
1256,Snoqualmie,Townhouse,Old,820,1,3,3,Yes,1999,6.8,527550
1257,Redmond,Apartment,New,4380,3,3,2,Yes,1983,9.1,1050000
1258,Sammamish,Villa,Old,2600,3,3,1,Yes,1984,5.8,625000
1259,Bellevue,Townhouse,Old,3400,5,3,3,Yes,1999,3,950000
1260,Shoreline,Townhouse,Old,2120,5,4,3,Yes,1942,6,377691
1261,Seattle,Villa,Renovated,2250,4,4,1,No,1951,8,648475
1262,Seattle,Townhouse,Renovated,1800,3,4,2,Yes,1942,5,383000
1263,Redmond,Townhouse,Renovated,2210,3,4,1,Yes,1994,1,535000
1264,Seattle,Apartment,New,1560,3,4,1,No,1923,1,449950
1265,Woodinville,Townhouse,Renovated,2430,4,3,1,Yes,1967,2,465425
1266,Sammamish,Townhouse,Old,2560,4,2,2,Yes,1987,3,675000
1267,Seattle,Townhouse,Old,1960,3,3,1,Yes,1926,5,599000
1268,Redmond,Apartment,New,1110,3,3,1,Yes,1963,6,416000
1269,Seattle,Bungalow,Old,1030,2,3,2,Yes,1924,5.6,595000
1270,Renton,Townhouse,Old,1350,4,3,2,Yes,1966,5.5,200000
1271,Issaquah,Villa,New,1540,3,4,2,Yes,2005,4.5,402000
1272,Bellevue,Townhouse,Old,1830,4,2,1,Yes,1966,1,433000
1273,Federal Way,Townhouse,Renovated,1930,4,3,1,Yes,1979,1.5,275000
1274,Kirkland,Townhouse,Renovated,1650,3,2,2,Yes,1983,6,410000
1275,Burien,Townhouse,Renovated,3510,4,3,1,Yes,1965,7,554820
1276,Seattle,Townhouse,New,3370,4,3,1,Yes,1988,8,1325000
1277,Redmond,Townhouse,Renovated,2390,3,3,2,Yes,1984,4,735000
1278,Bellevue,Apartment,Old,1230,3,3,1,Yes,1951,5.5,607000
1279,Auburn,Bungalow,Old,2830,4,4,1,Yes,1987,6.4,549900
1280,Maple Valley,Townhouse,New,1620,3,4,1,Yes,1988,8.4,258000
1281,Seattle,Apartment,Old,2290,4,3,2,Yes,1940,5,661254
1282,Clyde Hill,Villa,Old,2840,4,3,1,No,1952,6.1,945000
1283,Auburn,Townhouse,New,4220,4,3,2,No,1993,4.5,799950
1284,Auburn,Villa,Old,1080,3,5,2,No,1967,2.5,132500
1285,Redmond,Villa,Renovated,1620,3,4,1,Yes,1973,6.5,467100
1286,Mercer Island,Townhouse,Renovated,4390,4,4,1,Yes,1990,3.5,1610000
1287,Seattle,Townhouse,Renovated,1620,3,5,1,No,1926,6.5,641000
1288,Shoreline,Apartment,New,1010,3,3,1,Yes,1947,9.7,350000
1289,Renton,Townhouse,Renovated,1750,4,2,1,No,1983,8.5,335000
1290,Auburn,Townhouse,Old,4080,3,4,1,Yes,2000,6.5,900000
1291,Issaquah,Townhouse,Old,2560,4,3,2,Yes,1965,8.4,440000
1292,Seattle,Apartment,New,1120,3,4,1,Yes,1925,9.4,464600
1293,Redmond,Bungalow,Old,4740,4,3,1,Yes,2003,6.4,1200000
1294,Seattle,Townhouse,Old,1340,2,4,1,Yes,1947,5.5,300000
1295,Seattle,Villa,New,1590,4,2,2,No,1951,2.5,670500
1296,Seattle,Bungalow,Old,1430,3,3,2,Yes,1919,3.6,552000
1297,Seattle,Townhouse,Renovated,1450,4,3,1,Yes,1943,4.9,244000
1298,Redmond,Apartment,Renovated,3500,4,2,1,No,2005,5.5,788600
1299,Renton,Bungalow,Renovated,1630,3,3,1,Yes,1987,2.5,445000
1300,Seattle,Townhouse,New,1814,4,4,1,Yes,1951,1,530000
1301,Seattle,Townhouse,Renovated,580,2,3,1,No,1943,5,90000
1302,Seattle,Villa,Old,1670,3,4,1,No,1931,6,585000
1303,Kirkland,Townhouse,Old,1140,2,3,2,No,1924,8,498000
1304,Seattle,Villa,New,800,2,3,1,Yes,1940,7,379000
1305,Seattle,Villa,Old,1300,3,2,3,Yes,1919,9.5,462000
1306,Renton,Townhouse,Old,2440,4,4,1,Yes,1993,6.8,388000
1307,Kent,Townhouse,New,1490,3,4,1,Yes,1984,9.4,255000
1308,Bellevue,Apartment,Old,1800,3,4,1,Yes,1966,5.3,665000
1309,Bellevue,Townhouse,Renovated,1830,3,3,2,Yes,1959,6.3,550000
1310,Seattle,Townhouse,Renovated,1500,3,4,1,Yes,1947,4.5,606000
1311,Seattle,Townhouse,Renovated,2210,4,4,1,Yes,1965,1,334000
1312,Seattle,Apartment,New,1270,3,2,2,Yes,2006,1.5,360000
1313,Seattle,Townhouse,Renovated,1140,2,3,1,Yes,2007,6,235000
1314,Seattle,Townhouse,Old,1620,3,4,2,Yes,2008,7,580000
1315,Seattle,Villa,Old,1220,3,2,1,Yes,2007,8,355000
1316,Seattle,Bungalow,New,750,2,2,1,Yes,2006,4,375000
1317,North Bend,Townhouse,Old,1960,4,3,1,Yes,1979,5.5,372000
1318,Seattle,Townhouse,Old,1370,3,2,2,Yes,1924,6.4,479000
1319,Sammamish,Bungalow,New,4580,5,2,3,Yes,2004,8.4,2000000
1320,Carnation,Townhouse,Old,5584,5,5,2,No,1998,5,1680000
